instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
9460,2012-01-30,1,1,1,4,0,0,1,1,0.0921,0.1295,0.3728,0.2073,0,4,4
9461,2012-01-30,1,1,1,5,0,0,1,2,0.0065,0.0006,0.6744,0.0252,1,9,10
9462,2012-01-30,1,1,1,6,0,0,1,1,0.0243,0.08,0.4661,0.0077,4,34,38
9463,2012-01-30,1,1,1,7,0,0,1,3,0.0635,0.0418,0.5097,0.1506,7,59,66
9464,2012-01-30,1,1,1,8,0,0,1,2,0.0818,0.0889,0.7993,0.2001,29,86,115
9465,2012-01-30,1,1,1,9,0,0,1,1,0.1019,0.1111,0.4716,0.5875,23,127,150
9466,2012-01-30,1,1,1,10,0,0,1,1,0.2426,0.2605,0.5726,0.001,24,67,91
9467,2012-01-30,1,1,1,11,0,0,1,1,0.1172,0.0805,0.8922,0.1032,11,49,60
9468,2012-01-30,1,1,1,12,0,0,1,1,0.0,0.0177,0.5972,0.0527,14,76,90
9469,2012-01-30,1,1,1,13,0,0,1,1,0.1145,0.0975,0.4052,0.85,16,63,79
9470,2012-01-30,1,1,1,14,0,0,1,2,0.2177,0.2193,0.1612,0.0369,12,32,44
9471,2012-01-30,1,1,1,15,0,0,1,1,0.0401,0.0417,0.5028,0.2528,17,63,80
9472,2012-01-30,1,1,1,16,0,0,1,2,0.0,0.0455,0.4916,0.0695,23,59,82
9473,2012-01-30,1,1,1,17,0,0,1,2,0.0568,0.0565,0.6613,0.2066,17,133,150
9474,2012-01-30,1,1,1,18,0,0,1,1,0.1443,0.1662,0.4027,0.0649,8,77,85
9475,2012-01-30,1,1,1,19,0,0,1,1,0.0228,0.0504,0.3373,0.1886,18,81,99
9476,2012-01-30,1,1,1,20,0,0,1,2,0.017,0.0227,0.5789,0.0132,6,49,55
9477,2012-01-30,1,1,1,21,0,0,1,1,0.0604,0.087,0.8766,0.2041,12,34,46
9478,2012-01-30,1,1,1,22,0,0,1,1,0.0181,0.0072,0.6515,0.0516,8,38,46
9479,2012-01-30,1,1,1,23,0,0,1,2,0.0669,0.1362,0.6344,0.1482,2,10,12
9480,2012-01-31,1,1,1,0,0,1,1,1,0.0584,0.0279,0.531,0.3326,3,10,13
9481,2012-01-31,1,1,1,1,0,1,1,1,0.0197,0.0233,0.413,0.0264,0,8,8
9482,2012-01-31,1,1,1,2,0,1,1,2,0.0703,0.07,0.5629,0.0059,0,4,4
9483,2012-01-31,1,1,1,3,0,1,1,2,0.1589,0.1597,0.5617,0.0122,0,2,2
9484,2012-01-31,1,1,1,4,0,1,1,1,0.1101,0.1104,0.4752,0.0294,1,4,5
9485,2012-01-31,1,1,1,5,0,1,1,1,0.1325,0.0863,0.5451,0.3406,1,9,10
9486,2012-01-31,1,1,1,6,0,1,1,2,0.0988,0.0862,0.458,0.0557,8,30,38
9487,2012-01-31,1,1,1,7,0,1,1,1,0.0827,0.082,0.6759,0.032,33,105,138
9488,2012-01-31,1,1,1,8,0,1,1,2,0.0755,0.0455,0.4439,0.0471,39,120,159
9489,2012-01-31,1,1,1,9,0,1,1,1,0.0487,0.0602,0.1835,0.85,24,87,111
9490,2012-01-31,1,1,1,10,0,1,1,2,0.0929,0.0802,0.8264,0.1079,14,46,60
9491,2012-01-31,1,1,1,11,0,1,1,3,0.1281,0.134,0.5674,0.1615,9,36,45
9492,2012-01-31,1,1,1,12,0,1,1,1,0.0585,0.078,0.5034,0.1502,17,58,75
9493,2012-01-31,1,1,1,13,0,1,1,2,0.1381,0.1545,0.5995,0.0925,8,65,73
9494,2012-01-31,1,1,1,14,0,1,1,2,0.1055,0.0948,0.6397,0.0506,15,55,70
9495,2012-01-31,1,1,1,15,0,1,1,1,0.1238,0.1059,0.2975,0.0546,11,70,81
9496,2012-01-31,1,1,1,16,0,1,1,1,0.0595,0.0248,0.5147,0.0355,15,83,98
9497,2012-01-31,1,1,1,17,0,1,1,1,0.0623,0.0193,0.244,0.0244,31,116,147
9498,2012-01-31,1,1,1,18,0,1,1,1,0.1295,0.1243,0.1927,0.0439,28,124,152
9499,2012-01-31,1,1,1,19,0,1,1,2,0.0785,0.0899,0.4335,0.0343,13,48,61
9500,2012-01-31,1,1,1,20,0,1,1,1,0.1317,0.1087,0.6292,0.054,5,48,53
9501,2012-01-31,1,1,1,21,0,1,1,1,0.1526,0.1537,0.5955,0.0667,7,55,62
9502,2012-01-31,1,1,1,22,0,1,1,1,0.0525,0.0608,0.3168,0.0144,5,30,35
9503,2012-01-31,1,1,1,23,0,1,1,2,0.0801,0.0487,0.28,0.4308,1,9,10
9504,2012-02-01,1,1,2,0,0,2,1,4,0.2356,0.2397,0.4009,0.0132,0,3,3
9505,2012-02-01,1,1,2,1,0,2,1,3,0.1853,0.1713,0.7918,0.0364,0,4,4
9506,2012-02-01,1,1,2,2,0,2,1,1,0.1362,0.1156,0.4436,0.1145,0,3,3
9507,2012-02-01,1,1,2,3,0,2,1,3,0.1625,0.1586,0.4988,0.5746,0,1,1
9508,2012-02-01,1,1,2,4,0,2,1,2,0.2806,0.2532,0.2751,0.2165,0,3,3
9509,2012-02-01,1,1,2,5,0,2,1,1,0.1754,0.2083,0.4514,0.0271,2,9,11
9510,2012-02-01,1,1,2,6,0,2,1,2,0.1668,0.1341,0.3493,0.1287,6,18,24
9511,2012-02-01,1,1,2,7,0,2,1,2,0.087,0.0439,0.0903,0.0096,31,115,146
9512,2012-02-01,1,1,2,8,0,2,1,1,0.0649,0.0268,0.5217,0.2542,50,125,175
9513,2012-02-01,1,1,2,9,0,2,1,2,0.1499,0.1317,0.4114,0.0658,16,47,63
9514,2012-02-01,1,1,2,10,0,2,1,1,0.199,0.2072,0.4573,0.025,11,59,70
9515,2012-02-01,1,1,2,11,0,2,1,1,0.2025,0.2386,0.5449,0.035,7,47,54
9516,2012-02-01,1,1,2,12,0,2,1,1,0.1141,0.1532,0.5933,0.3722,20,72,92
9517,2012-02-01,1,1,2,13,0,2,1,1,0.152,0.1607,0.5619,0.3626,8,63,71
9518,2012-02-01,1,1,2,14,0,2,1,1,0.2037,0.2087,0.6898,0.3841,15,60,75
9519,2012-02-01,1,1,2,15,0,2,1,2,0.2379,0.2736,0.8505,0.1212,15,55,70
9520,2012-02-01,1,1,2,16,0,2,1,1,0.2108,0.18,0.3572,0.2859,12,79,91
9521,2012-02-01,1,1,2,17,0,2,1,1,0.2191,0.2588,0.4395,0.0242,16,126,142
9522,2012-02-01,1,1,2,18,0,2,1,1,0.1102,0.1131,0.7611,0.0859,27,117,144
9523,2012-02-01,1,1,2,19,0,2,1,2,0.2067,0.2547,0.5213,0.0763,8,70,78
9524,2012-02-01,1,1,2,20,0,2,1,1,0.1997,0.1846,0.3301,0.2537,11,41,52
9525,2012-02-01,1,1,2,21,0,2,1,1,0.2257,0.1899,0.5611,0.1422,8,42,50
9526,2012-02-01,1,1,2,22,0,2,1,2,0.2228,0.2277,0.6176,0.4104,3,17,20
9527,2012-02-01,1,1,2,23,0,2,1,3,0.1158,0.0546,0.4074,0.1836,2,11,13
9528,2012-02-02,1,1,2,0,0,3,1,1,0.1848,0.1898,0.7581,0.85,2,9,11
9529,2012-02-02,1,1,2,1,0,3,1,2,0.1792,0.1548,0.5429,0.0182,0,3,3
9530,2012-02-02,1,1,2,2,0,3,1,1,0.0677,0.0158,0.5573,0.013,0,3,3
9531,2012-02-02,1,1,2,3,0,3,1,1,0.1429,0.1175,0.3212,0.3773,0,3,3
9532,2012-02-02,1,1,2,4,0,3,1,2,0.1548,0.1442,0.4773,0.0806,0,3,3
9533,2012-02-02,1,1,2,5,0,3,1,1,0.1204,0.1016,0.5019,0.1845,3,8,11
9534,2012-02-02,1,1,2,6,0,3,1,1,0.1998,0.2544,0.7683,0.0409,6,31,37
9535,2012-02-02,1,1,2,7,0,3,1,1,0.1705,0.1303,0.441,0.018,11,93,104
9536,2012-02-02,1,1,2,8,0,3,1,1,0.1224,0.1331,0.6846,0.3495,22,171,193
9537,2012-02-02,1,1,2,9,0,3,1,1,0.1836,0.1904,0.5591,0.1713,13,75,88
9538,2012-02-02,1,1,2,10,0,3,1,1,0.2673,0.2667,0.3865,0.0117,15,43,58
9539,2012-02-02,1,1,2,11,0,3,1,1,0.2442,0.2615,0.5964,0.1587,17,71,88
9540,2012-02-02,1,1,2,12,0,3,1,1,0.1805,0.1469,0.4914,0.1969,13,58,71
9541,2012-02-02,1,1,2,13,0,3,1,1,0.1964,0.2263,0.5184,0.068,8,53,61
9542,2012-02-02,1,1,2,14,0,3,1,2,0.2428,0.2256,0.3655,0.0647,9,54,63
9543,2012-02-02,1,1,2,15,0,3,1,1,0.1503,0.1869,0.637,0.1175,12,70,82
9544,2012-02-02,1,1,2,16,0,3,1,2,0.2671,0.2115,0.4963,0.0611,24,74,98
9545,2012-02-02,1,1,2,17,0,3,1,1,0.1179,0.1258,0.1673,0.0531,15,97,112
9546,2012-02-02,1,1,2,18,0,3,1,1,0.2683,0.285,0.4572,0.4195,20,99,119
9547,2012-02-02,1,1,2,19,0,3,1,3,0.1266,0.0943,0.4171,0.1038,8,26,34
9548,2012-02-02,1,1,2,20,0,3,1,1,0.2144,0.1661,0.4834,0.0433,6,37,43
9549,2012-02-02,1,1,2,21,0,3,1,2,0.1244,0.1495,0.3302,0.0082,7,29,36
9550,2012-02-02,1,1,2,22,0,3,1,1,0.1606,0.1541,0.3266,0.3569,5,33,38
9551,2012-02-02,1,1,2,23,0,3,1,1,0.1866,0.2204,0.5183,0.0553,3,12,15
9552,2012-02-03,1,1,2,0,0,4,1,1,0.1728,0.1981,0.636,0.0294,4,11,15
9553,2012-02-03,1,1,2,1,0,4,1,1,0.1796,0.1382,0.4895,0.27,1,6,7
9554,2012-02-03,1,1,2,2,0,4,1,1,0.2213,0.2367,0.5708,0.0434,0,4,4
9555,2012-02-03,1,1,2,3,0,4,1,1,0.0735,0.0607,0.3081,0.0368,0,2,2
9556,2012-02-03,1,1,2,4,0,4,1,1,0.2228,0.2238,0.3866,0.0554,0,3,3
9557,2012-02-03,1,1,2,5,0,4,1,1,0.2773,0.2669,0.7027,0.0792,3,9,12
9558,2012-02-03,1,1,2,6,0,4,1,1,0.1884,0.1674,0.366,0.1786,3,18,21
9559,2012-02-03,1,1,2,7,0,4,1,1,0.2218,0.2175,0.8271,0.035,16,71,87
9560,2012-02-03,1,1,2,8,0,4,1,1,0.144,0.1294,0.4499,0.0273,37,115,152
9561,2012-02-03,1,1,2,9,0,4,1,2,0.2006,0.1443,0.5509,0.1594,10,74,84
9562,2012-02-03,1,1,2,10,0,4,1,1,0.2249,0.1884,0.4631,0.2619,11,32,43
9563,2012-02-03,1,1,2,11,0,4,1,2,0.2242,0.27,0.5197,0.0026,6,53,59
9564,2012-02-03,1,1,2,12,0,4,1,1,0.2222,0.2669,0.4758,0.0641,21,71,92
9565,2012-02-03,1,1,2,13,0,4,1,1,0.1581,0.1574,0.7049,0.0342,13,71,84
9566,2012-02-03,1,1,2,14,0,4,1,1,0.2308,0.2914,0.7147,0.1614,20,55,75
9567,2012-02-03,1,1,2,15,0,4,1,1,0.1548,0.1529,0.8129,0.0408,19,53,72
9568,2012-02-03,1,1,2,16,0,4,1,3,0.1126,0.1399,0.5838,0.424,9,34,43
9569,2012-02-03,1,1,2,17,0,4,1,2,0.268,0.2889,0.7818,0.2016,31,146,177
9570,2012-02-03,1,1,2,18,0,4,1,3,0.1958,0.216,0.4182,0.268,27,70,97
9571,2012-02-03,1,1,2,19,0,4,1,2,0.1914,0.1788,0.8465,0.7093,10,51,61
9572,2012-02-03,1,1,2,20,0,4,1,1,0.1453,0.134,0.5082,0.3609,11,32,43
9573,2012-02-03,1,1,2,21,0,4,1,1,0.2332,0.2395,0.6303,0.3577,7,39,46
9574,2012-02-03,1,1,2,22,0,4,1,2,0.1446,0.2217,0.6035,0.1688,8,23,31
9575,2012-02-03,1,1,2,23,0,4,1,3,0.1955,0.2108,0.5215,0.3154,1,11,12
9576,2012-02-04,1,1,2,0,0,5,0,3,0.1913,0.183,0.4896,0.0447,2,8,10
9577,2012-02-04,1,1,2,1,0,5,0,1,0.1898,0.2067,0.4383,0.0461,0,5,5
9578,2012-02-04,1,1,2,2,0,5,0,2,0.1856,0.2123,0.3785,0.1109,0,4,4
9579,2012-02-04,1,1,2,3,0,5,0,2,0.0708,0.0776,0.3784,0.5936,0,1,1
9580,2012-02-04,1,1,2,4,0,5,0,2,0.153,0.2104,0.6064,0.3066,0,3,3
9581,2012-02-04,1,1,2,5,0,5,0,1,0.2172,0.1965,0.3333,0.0283,2,8,10
9582,2012-02-04,1,1,2,6,0,5,0,1,0.2477,0.2216,0.4034,0.2775,5,41,46
9583,2012-02-04,1,1,2,7,0,5,0,3,0.0871,0.062,0.2979,0.0828,12,33,45
9584,2012-02-04,1,1,2,8,0,5,0,2,0.1983,0.225,0.5345,0.0361,12,67,79
9585,2012-02-04,1,1,2,9,0,5,0,2,0.2164,0.2232,0.4319,0.3722,12,38,50
9586,2012-02-04,1,1,2,10,0,5,0,1,0.2438,0.2247,0.3594,0.0097,16,54,70
9587,2012-02-04,1,1,2,11,0,5,0,1,0.1424,0.1,0.5616,0.4928,9,56,65
9588,2012-02-04,1,1,2,12,0,5,0,1,0.1875,0.2431,0.2678,0.1009,19,80,99
9589,2012-02-04,1,1,2,13,0,5,0,1,0.3194,0.3156,0.3421,0.1639,18,55,73
9590,2012-02-04,1,1,2,14,0,5,0,2,0.1719,0.1625,0.4412,0.2611,15,49,64
9591,2012-02-04,1,1,2,15,0,5,0,2,0.1279,0.0836,0.3161,0.072,18,43,61
9592,2012-02-04,1,1,2,16,0,5,0,1,0.1792,0.1637,0.3728,0.105,30,81,111
9593,2012-02-04,1,1,2,17,0,5,0,2,0.1393,0.1046,0.6642,0.5172,13,76,89
9594,2012-02-04,1,1,2,18,0,5,0,1,0.1113,0.1475,0.2549,0.0048,28,69,97
9595,2012-02-04,1,1,2,19,0,5,0,1,0.2198,0.2646,0.4605,0.1477,17,50,67
9596,2012-02-04,1,1,2,20,0,5,0,1,0.2537,0.2672,0.6223,0.0795,11,36,47
9597,2012-02-04,1,1,2,21,0,5,0,1,0.1473,0.164,0.6902,0.0897,5,34,39
9598,2012-02-04,1,1,2,22,0,5,0,1,0.2455,0.1858,0.6222,0.0006,5,26,31
9599,2012-02-04,1,1,2,23,0,5,0,2,0.1604,0.1846,0.6235,0.0338,5,17,22
9600,2012-02-05,1,1,2,0,0,6,0,1,0.1969,0.207,0.3991,0.2005,2,10,12
9601,2012-02-05,1,1,2,1,0,6,0,1,0.1137,0.0841,0.418,0.1327,1,7,8
9602,2012-02-05,1,1,2,2,0,6,0,2,0.1545,0.2069,0.4609,0.0262,0,2,2
9603,2012-02-05,1,1,2,3,0,6,0,3,0.1521,0.1509,0.6238,0.051,0,1,1
9604,2012-02-05,1,1,2,4,0,6,0,1,0.2513,0.2938,0.7217,0.0976,0,3,3
9605,2012-02-05,1,1,2,5,0,6,0,3,0.1786,0.2182,0.509,0.0101,1,7,8
9606,2012-02-05,1,1,2,6,0,6,0,2,0.195,0.1706,0.4771,0.1319,5,29,34
9607,2012-02-05,1,1,2,7,0,6,0,2,0.0926,0.1481,0.7115,0.0746,23,65,88
9608,2012-02-05,1,1,2,8,0,6,0,1,0.1393,0.1047,0.4825,0.0998,13,94,107
9609,2012-02-05,1,1,2,9,0,6,0,1,0.1899,0.1827,0.5952,0.0627,13,65,78
9610,2012-02-05,1,1,2,10,0,6,0,1,0.2182,0.197,0.352,0.0072,14,37,51
9611,2012-02-05,1,1,2,11,0,6,0,2,0.1843,0.1285,0.3687,0.1136,7,53,60
9612,2012-02-05,1,1,2,12,0,6,0,1,0.1837,0.1595,0.5208,0.1842,16,60,76
9613,2012-02-05,1,1,2,13,0,6,0,1,0.234,0.2135,0.3701,0.1747,17,66,83
9614,2012-02-05,1,1,2,14,0,6,0,1,0.2086,0.2242,0.5971,0.0713,5,48,53
9615,2012-02-05,1,1,2,15,0,6,0,2,0.1478,0.1766,0.6799,0.0293,13,93,106
9616,2012-02-05,1,1,2,16,0,6,0,2,0.1952,0.2149,0.3335,0.3056,8,46,54
9617,2012-02-05,1,1,2,17,0,6,0,1,0.1515,0.1664,0.529,0.1216,38,113,151
9618,2012-02-05,1,1,2,18,0,6,0,1,0.2114,0.2587,0.2749,0.2653,15,91,106
9619,2012-02-05,1,1,2,19,0,6,0,1,0.2023,0.1858,0.3664,0.0822,15,44,59
9620,2012-02-05,1,1,2,20,0,6,0,2,0.1306,0.1507,0.5155,0.1202,9,41,50
9621,2012-02-05,1,1,2,21,0,6,0,2,0.1936,0.2111,0.5356,0.1665,9,35,44
9622,2012-02-05,1,1,2,22,0,6,0,1,0.2135,0.272,0.5337,0.07,6,27,33
9623,2012-02-05,1,1,2,23,0,6,0,1,0.1202,0.1226,0.6399,0.1924,4,18,22
9624,2012-02-06,1,1,2,0,0,0,1,1,0.2127,0.2733,0.566,0.1152,1,12,13
9625,2012-02-06,1,1,2,1,0,0,1,1,0.1715,0.1007,0.4612,0.0219,0,4,4
9626,2012-02-06,1,1,2,2,0,0,1,2,0.1133,0.0734,0.3995,0.0212,0,2,2
9627,2012-02-06,1,1,2,3,0,0,1,2,0.1245,0.0983,0.7497,0.0438,0,2,2
9628,2012-02-06,1,1,2,4,0,0,1,1,0.1645,0.1416,0.8139,0.0809,1,3,4
9629,2012-02-06,1,1,2,5,0,0,1,1,0.1468,0.1704,0.2294,0.0178,2,9,11
9630,2012-02-06,1,1,2,6,0,0,1,2,0.175,0.1775,0.3204,0.0857,4,23,27
9631,2012-02-06,1,1,2,7,0,0,1,4,0.2255,0.2462,0.6545,0.1846,4,22,26
9632,2012-02-06,1,1,2,8,0,0,1,2,0.103,0.1305,0.707,0.1063,26,150,176
9633,2012-02-06,1,1,2,9,0,0,1,1,0.1956,0.1685,0.484,0.0359,30,83,113
9634,2012-02-06,1,1,2,10,0,0,1,1,0.1385,0.1434,0.4519,0.0826,25,63,88
9635,2012-02-06,1,1,2,11,0,0,1,1,0.1761,0.1672,0.6215,0.1705,19,56,75
9636,2012-02-06,1,1,2,12,0,0,1,2,0.2093,0.1799,0.3054,0.0206,20,61,81
9637,2012-02-06,1,1,2,13,0,0,1,3,0.219,0.2443,0.4235,0.1322,4,36,40
9638,2012-02-06,1,1,2,14,0,0,1,2,0.1617,0.1291,0.3962,0.1297,9,47,56
9639,2012-02-06,1,1,2,15,0,0,1,1,0.2811,0.2419,0.5354,0.0539,9,53,62
9640,2012-02-06,1,1,2,16,0,0,1,2,0.0616,0.0436,0.4535,0.1167,19,61,80
9641,2012-02-06,1,1,2,17,0,0,1,1,0.2279,0.2686,0.4791,0.091,23,99,122
9642,2012-02-06,1,1,2,18,0,0,1,3,0.2268,0.1798,0.5483,0.035,13,68,81
9643,2012-02-06,1,1,2,19,0,0,1,1,0.2056,0.1687,0.3852,0.4161,15,54,69
9644,2012-02-06,1,1,2,20,0,0,1,1,0.1157,0.1052,0.3458,0.0337,6,44,50
9645,2012-02-06,1,1,2,21,0,0,1,2,0.1666,0.1426,0.3602,0.85,4,39,43
9646,2012-02-06,1,1,2,22,0,0,1,1,0.0305,0.0,0.6619,0.0592,4,32,36
9647,2012-02-06,1,1,2,23,0,0,1,1,0.2402,0.2189,0.4235,0.087,4,14,18
9648,2012-02-07,1,1,2,0,0,1,1,1,0.1672,0.1378,0.6449,0.0341,2,12,14
9649,2012-02-07,1,1,2,1,0,1,1,1,0.1409,0.1563,0.3151,0.1505,1,5,6
9650,2012-02-07,1,1,2,2,0,1,1,2,0.1388,0.1536,0.4252,0.271,0,3,3
9651,2012-02-07,1,1,2,3,0,1,1,1,0.1511,0.1535,0.504,0.032,0,3,3
9652,2012-02-07,1,1,2,4,0,1,1,2,0.1692,0.1448,0.2671,0.0208,0,3,3
9653,2012-02-07,1,1,2,5,0,1,1,1,0.1573,0.1442,0.3345,0.4126,3,9,12
9654,2012-02-07,1,1,2,6,0,1,1,1,0.2035,0.1925,0.6614,0.2035,4,33,37
9655,2012-02-07,1,1,2,7,0,1,1,2,0.2731,0.2863,0.343,0.0857,11,83,94
9656,2012-02-07,1,1,2,8,0,1,1,2,0.1906,0.1771,0.6918,0.188,11,99,110
9657,2012-02-07,1,1,2,9,0,1,1,1,0.184,0.1539,0.5182,0.0629,19,63,82
9658,2012-02-07,1,1,2,10,0,1,1,2,0.1808,0.1988,0.5369,0.0993,15,49,64
9659,2012-02-07,1,1,2,11,0,1,1,1,0.1759,0.1862,0.5506,0.0655,9,47,56
9660,2012-02-07,1,1,2,12,0,1,1,2,0.1212,0.1476,0.2689,0.1431,7,51,58
9661,2012-02-07,1,1,2,13,0,1,1,2,0.2359,0.2201,0.2359,0.2061,9,56,65
9662,2012-02-07,1,1,2,14,0,1,1,1,0.1227,0.1529,0.6057,0.0218,16,50,66
9663,2012-02-07,1,1,2,15,0,1,1,1,0.1678,0.1962,0.2779,0.2727,4,44,48
9664,2012-02-07,1,1,2,16,0,1,1,2,0.1899,0.183,0.2746,0.187,15,48,63
9665,2012-02-07,1,1,2,17,0,1,1,2,0.2267,0.1789,0.2218,0.2958,19,101,120
9666,2012-02-07,1,1,2,18,0,1,1,4,0.2275,0.2677,0.5506,0.0253,7,22,29
9667,2012-02-07,1,1,2,19,0,1,1,1,0.1568,0.0906,0.5763,0.2067,15,90,105
9668,2012-02-07,1,1,2,20,0,1,1,1,0.1662,0.1649,0.4358,0.0105,19,52,71
9669,2012-02-07,1,1,2,21,0,1,1,3,0.109,0.1495,0.2704,0.1863,4,20,24
9670,2012-02-07,1,1,2,22,0,1,1,1,0.1813,0.1664,0.375,0.1206,4,25,29
9671,2012-02-07,1,1,2,23,0,1,1,1,0.2042,0.1849,0.5947,0.0247,4,15,19
9672,2012-02-08,1,1,2,0,0,2,1,2,0.1716,0.1674,0.5091,0.1569,2,7,9
9673,2012-02-08,1,1,2,1,0,2,1,2,0.2114,0.2188,0.58,0.1018,1,4,5
9674,2012-02-08,1,1,2,2,0,2,1,2,0.0791,0.0963,0.4598,0.026,0,3,3
9675,2012-02-08,1,1,2,3,0,2,1,1,0.2052,0.1936,0.4543,0.0023,0,2,2
9676,2012-02-08,1,1,2,4,0,2,1,1,0.1916,0.1491,0.5014,0.3291,0,3,3
9677,2012-02-08,1,1,2,5,0,2,1,2,0.0965,0.0574,0.712,0.1158,2,6,8
9678,2012-02-08,1,1,2,6,0,2,1,1,0.2292,0.2225,0.4215,0.3226,12,37,49
9679,2012-02-08,1,1,2,7,0,2,1,1,0.2048,0.1731,0.578,0.1283,34,109,143
9680,2012-02-08,1,1,2,8,0,2,1,3,0.2032,0.2389,0.6195,0.3668,19,64,83
9681,2012-02-08,1,1,2,9,0,2,1,1,0.103,0.0691,0.6088,0.0256,15,106,121
9682,2012-02-08,1,1,2,10,0,2,1,1,0.1177,0.1517,0.4227,0.1506,13,60,73
9683,2012-02-08,1,1,2,11,0,2,1,1,0.1218,0.1894,0.5152,0.076,8,54,62
9684,2012-02-08,1,1,2,12,0,2,1,2,0.1299,0.1595,0.5808,0.0422,20,52,72
9685,2012-02-08,1,1,2,13,0,2,1,2,0.1924,0.1933,0.3157,0.0622,13,41,54
9686,2012-02-08,1,1,2,14,0,2,1,1,0.189,0.1659,0.579,0.4226,14,50,64
9687,2012-02-08,1,1,2,15,0,2,1,1,0.1078,0.0994,0.5516,0.0132,15,75,90
9688,2012-02-08,1,1,2,16,0,2,1,1,0.1804,0.1768,0.4439,0.098,21,89,110
9689,2012-02-08,1,1,2,17,0,2,1,4,0.1072,0.0838,0.514,0.0513,8,43,51
9690,2012-02-08,1,1,2,18,0,2,1,1,0.2602,0.2732,0.6528,0.0992,20,103,123
9691,2012-02-08,1,1,2,19,0,2,1,1,0.1355,0.1024,0.2347,0.0232,20,69,89
9692,2012-02-08,1,1,2,20,0,2,1,1,0.0698,0.0727,0.4484,0.0963,12,49,61
9693,2012-02-08,1,1,2,21,0,2,1,2,0.2247,0.2138,0.6531,0.5214,11,33,44
9694,2012-02-08,1,1,2,22,0,2,1,1,0.2198,0.2304,0.7967,0.0284,8,26,34
9695,2012-02-08,1,1,2,23,0,2,1,2,0.1917,0.2102,0.5649,0.3916,2,18,20
9696,2012-02-09,1,1,2,0,0,3,1,1,0.1588,0.1352,0.6256,0.0279,2,13,15
9697,2012-02-09,1,1,2,1,0,3,1,2,0.1798,0.1907,0.427,0.1162,0,7,7
9698,2012-02-09,1,1,2,2,0,3,1,1,0.0857,0.0875,0.5374,0.0008,0,3,3
9699,2012-02-09,1,1,2,3,0,3,1,1,0.2221,0.1867,0.6442,0.2844,0,1,1
9700,2012-02-09,1,1,2,4,0,3,1,1,0.1443,0.1632,0.7119,0.2442,0,4,4
9701,2012-02-09,1,1,2,5,0,3,1,1,0.3167,0.3502,0.4251,0.2814,2,12,14
9702,2012-02-09,1,1,2,6,0,3,1,2,0.2375,0.208,0.5402,0.145,10,32,42
9703,2012-02-09,1,1,2,7,0,3,1,2,0.2107,0.2246,0.3984,0.5294,24,68,92
9704,2012-02-09,1,1,2,8,0,3,1,1,0.2331,0.2348,0.486,0.2879,35,153,188
9705,2012-02-09,1,1,2,9,0,3,1,1,0.1199,0.1803,0.5983,0.0916,24,69,93
9706,2012-02-09,1,1,2,10,0,3,1,1,0.3026,0.2841,0.4488,0.2018,7,49,56
9707,2012-02-09,1,1,2,11,0,3,1,1,0.2136,0.2006,0.613,0.0584,9,72,81
9708,2012-02-09,1,1,2,12,0,3,1,1,0.2584,0.2797,0.5811,0.0491,7,38,45
9709,2012-02-09,1,1,2,13,0,3,1,2,0.1763,0.2034,0.0436,0.3835,9,56,65
9710,2012-02-09,1,1,2,14,0,3,1,1,0.2036,0.1961,0.5758,0.0822,13,44,57
9711,2012-02-09,1,1,2,15,0,3,1,1,0.1312,0.1241,0.4994,0.0111,8,70,78
9712,2012-02-09,1,1,2,16,0,3,1,1,0.2004,0.271,0.4708,0.0667,20,67,87
9713,2012-02-09,1,1,2,17,0,3,1,1,0.0906,0.1079,0.5691,0.2317,34,98,132
9714,2012-02-09,1,1,2,18,0,3,1,1,0.1333,0.1257,0.4135,0.1553,13,108,121
9715,2012-02-09,1,1,2,19,0,3,1,1,0.1421,0.1258,0.6904,0.1295,14,48,62
9716,2012-02-09,1,1,2,20,0,3,1,3,0.1556,0.1156,0.5865,0.05,5,19,24
9717,2012-02-09,1,1,2,21,0,3,1,2,0.236,0.2415,0.6456,0.3998,8,32,40
9718,2012-02-09,1,1,2,22,0,3,1,2,0.2677,0.2592,0.353,0.0773,6,16,22
9719,2012-02-09,1,1,2,23,0,3,1,2,0.1929,0.1388,0.8224,0.0361,1,14,15
9720,2012-02-10,1,1,2,0,0,4,1,1,0.2021,0.1978,0.6665,0.4355,2,13,15
9721,2012-02-10,1,1,2,1,0,4,1,1,0.12,0.1054,0.542,0.2522,0,6,6
9722,2012-02-10,1,1,2,2,0,4,1,1,0.0896,0.1169,0.5194,0.1106,0,2,2
9723,2012-02-10,1,1,2,3,0,4,1,4,0.1076,0.1403,0.513,0.1557,0,0,0
9724,2012-02-10,1,1,2,4,0,4,1,1,0.209,0.2052,0.4466,0.1091,0,3,3
9725,2012-02-10,1,1,2,5,0,4,1,1,0.1638,0.1683,0.6344,0.1075,2,9,11
9726,2012-02-10,1,1,2,6,0,4,1,1,0.1831,0.2233,0.4909,0.121,7,25,32
9727,2012-02-10,1,1,2,7,0,4,1,3,0.1952,0.159,0.5686,0.1118,11,68,79
9728,2012-02-10,1,1,2,8,0,4,1,2,0.1985,0.1883,0.3077,0.1555,24,106,130
9729,2012-02-10,1,1,2,9,0,4,1,3,0.1442,0.107,0.621,0.0466,11,38,49
